,Mã lớp,Mã HP,Tên HP,Ghi chú,Nhóm,Đợt,Tuần,Thứ,Ngày thi,Kíp thi,SLĐK,Phòng thi,Mã lớp Mã HP,Unnamed: 0,Tên HP Ghi chú,Unnamed: 1,Kíp thi Phòng thi,Unnamed: 2,Ghi chú Nhóm,Tên HP Ghi chú Nhóm
973,116883,EM1180,Văn hóa kinh doanh và tinh thần khởi nghiệp,Toàn trường-K62S,Nhóm 3,AB,T46,Thứ bảy,11.07.2020,Kíp 1,,D3-301,,,,,,,,
974,116883,EM1180,Văn hóa kinh doanh và tinh thần khởi nghiệp,Toàn trường-K62S,Nhóm 1,AB,T46,Thứ bảy,11.07.2020,Kíp 1,,D3-301,,,,,,,,
975,116884,EM1180,Văn hóa kinh doanh và tinh thần khởi nghiệp,Toàn trường-K62S,Nhóm 3,AB,T46,Thứ bảy,11.07.2020,Kíp 1,,D3-401,,,,,,,,
976,116884,EM1180,Văn hóa kinh doanh và tinh thần khởi nghiệp,Toàn trường-K62S,Nhóm 2,AB,T46,Thứ bảy,11.07.2020,Kíp 1,,D3-401,,,,,,,,
977,116884,EM1180,Văn hóa kinh doanh và tinh thần khởi nghiệp,Toàn trường-K62S,Nhóm 1,AB,T46,Thứ bảy,11.07.2020,Kíp 1,,D3-501,,,,,,,,
978,116885,EM1180,Văn hóa kinh doanh và tinh thần khởi nghiệp,Toàn trường-K62S,Nhóm 1,AB,T46,Thứ bảy,11.07.2020,Kíp 1,,D3-501,,,,,,,,
979,116885,EM1180,Văn hóa kinh doanh và tinh thần khởi nghiệp,Toàn trường-K62S,Nhóm 3,AB,T46,Thứ bảy,11.07.2020,Kíp 1,,"D3,5-201",,,,,,,,
980,116885,EM1180,Văn hóa kinh doanh và tinh thần khởi nghiệp,Toàn trường-K62S,Nhóm 2,AB,T46,Thứ bảy,11.07.2020,Kíp 1,,"D3,5-201",,,,,,,,
981,116886,EM1180,Văn hóa kinh doanh và tinh thần khởi nghiệp,Toàn trường-K62C,Nhóm 2,AB,T46,Thứ bảy,11.07.2020,Kíp 1,,"D3,5-301",,,,,,,,
982,116886,EM1180,Văn hóa kinh doanh và tinh thần khởi nghiệp,Toàn trường-K62C,Nhóm 1,AB,T46,Thứ bảy,11.07.2020,Kíp 1,,"D3,5-301",,,,,,,,
983,116887,EM1180,Văn hóa kinh doanh và tinh thần khởi nghiệp,Toàn trường-K62C,Nhóm 2,AB,T46,Thứ bảy,11.07.2020,Kíp 1,,"D3,5-401",,,,,,,,
984,116887,EM1180,Văn hóa kinh doanh và tinh thần khởi nghiệp,Toàn trường-K62C,Nhóm 1,AB,T46,Thứ bảy,11.07.2020,Kíp 1,,"D3,5-401",,,,,,,,
985,116888,EM1180,Văn hóa kinh doanh và tinh thần khởi nghiệp,Toàn trường-K62C,Nhóm 1,AB,T46,Thứ bảy,11.07.2020,Kíp 1,,"D3,5-501",,,,,,,,
986,116888,EM1180,Văn hóa kinh doanh và tinh thần khởi nghiệp,Toàn trường-K62C,Nhóm 2,AB,T46,Thứ bảy,11.07.2020,Kíp 1,,D5-103,,,,,,,,
987,116889,EM1180,Văn hóa kinh doanh và tinh thần khởi nghiệp,Toàn trường-K62C,Nhóm 1,AB,T46,Thứ bảy,11.07.2020,Kíp 1,,D5-104,,,,,,,,
988,116889,EM1180,Văn hóa kinh doanh và tinh thần khởi nghiệp,Toàn trường-K62C,Nhóm 2,AB,T46,Thứ bảy,11.07.2020,Kíp 1,,D5-105,,,,,,,,
989,116890,EM1180,Văn hóa kinh doanh và tinh thần khởi nghiệp,Toàn trường-K62C,Nhóm 1,AB,T46,Thứ bảy,11.07.2020,Kíp 1,,D5-203,,,,,,,,
990,116890,EM1180,Văn hóa kinh doanh và tinh thần khởi nghiệp,Toàn trường-K62C,Nhóm 2,AB,T46,Thứ bảy,11.07.2020,Kíp 1,,D5-204,,,,,,,,
991,116891,EM1180,Văn hóa kinh doanh và tinh thần khởi nghiệp,Toàn trường-K62C,Nhóm 2,AB,T46,Thứ bảy,11.07.2020,Kíp 1,,D5-205,,,,,,,,
992,116891,EM1180,Văn hóa kinh doanh và tinh thần khởi nghiệp,Toàn trường-K62C,Nhóm 1,AB,T46,Thứ bảy,11.07.2020,Kíp 1,,D5-406,,,,,,,,
993,115199,EM1300,Nhập môn Quản trị kinh doanh,"QTKD 01,02-K64S",Quản trị kinh doanh  01-K64,AB,T47,Thứ năm,16.07.2020,Kíp 3,,D3-101,,,,,,,,
994,115199,EM1300,Nhập môn Quản trị kinh doanh,"QTKD 01,02-K64S",Quản trị kinh doanh  02-K64,AB,T47,Thứ năm,16.07.2020,Kíp 3,,D3-101,,,,,,,,
995,115199,EM1300,Nhập môn Quản trị kinh doanh,"QTKD 01,02-K64S",TC,AB,T47,Thứ năm,16.07.2020,Kíp 3,,D3-101,,,,,,,,
996,115182,EM1400,Nhập môn Quản lý công nghiệp,"Quản lý CN 01,02-K64S",Quản lý công nghiệp  01-K64,AB,T47,Thứ năm,16.07.2020,Kíp 3,,D3-201,,,,,,,,
997,115182,EM1400,Nhập môn Quản lý công nghiệp,"Quản lý CN 01,02-K64S",TC,AB,T47,Thứ năm,16.07.2020,Kíp 3,,D3-201,,,,,,,,
998,115182,EM1400,Nhập môn Quản lý công nghiệp,"Quản lý CN 01,02-K64S",Quản lý công nghiệp  02-K64,AB,T47,Thứ năm,16.07.2020,Kíp 3,,D3-201,,,,,,,,
999,115201,EM1500,Nhập môn Tài chính ngân hàng,TCNH 01-K64S,TC,AB,T47,Thứ năm,16.07.2020,Kíp 3,,D3-403,,,,,,,,
1000,115201,EM1500,Nhập môn Tài chính ngân hàng,TCNH 01-K64S,Tài chính ngân hàng  01-K64,AB,T47,Thứ năm,16.07.2020,Kíp 3,,D3-403,,,,,,,,
1001,115183,EM1600,Nhập môn Kinh tế công nghiệp,KTCN 01-K64S,TC,AB,T47,Thứ năm,16.07.2020,Kíp 3,,D3-404,,,,,,,,
1002,115183,EM1600,Nhập môn Kinh tế công nghiệp,KTCN 01-K64S,Kinh tế công nghiệp  01-K64,AB,T47,Thứ năm,16.07.2020,Kíp 3,,D3-404,,,,,,,,
1003,115200,EM1700,Nhập môn Kế toán,"Kế toán 01,02-K64S",Kế toán  02-K64,AB,T47,Thứ năm,16.07.2020,Kíp 3,,D3-301,,,,,,,,
1004,115200,EM1700,Nhập môn Kế toán,"Kế toán 01,02-K64S",TC,AB,T47,Thứ năm,16.07.2020,Kíp 3,,D3-301,,,,,,,,
1005,115200,EM1700,Nhập môn Kế toán,"Kế toán 01,02-K64S",Kế toán  01-K64,AB,T47,Thứ năm,16.07.2020,Kíp 3,,D3-301,,,,,,,,
1006,116808,EM2120,Kinh tế và quản lý công nghiệp,Quản lý CN 01-K63C,Nhóm 2,AB,T45,Thứ tư,01.07.2020,Kíp 4,,D9-305,,,,,,,,
1007,116808,EM2120,Kinh tế và quản lý công nghiệp,Quản lý CN 01-K63C,Nhóm 1,AB,T45,Thứ tư,01.07.2020,Kíp 4,,D9-305,,,,,,,,
1008,116809,EM2120,Kinh tế và quản lý công nghiệp,Quản lý CN 02-K63C,TC,AB,T45,Thứ tư,01.07.2020,Kíp 4,,D9-306,,,,,,,,
1009,116790,EM2130,Toán tài chính đại cương,"QTKD.01,02-K63C",Nhóm 2,AB,T45,Thứ hai,29.06.2020,Kíp 4,,D3-301,,,,,,,,
1010,116790,EM2130,Toán tài chính đại cương,"QTKD.01,02-K63C",Nhóm 1,AB,T45,Thứ hai,29.06.2020,Kíp 4,,D3-301,,,,,,,,
1011,116796,EM2130,Toán tài chính đại cương,Kế toán-TCNH-K63C,Nhóm 2,AB,T45,Thứ hai,29.06.2020,Kíp 4,,D3-401,,,,,,,,
1012,116796,EM2130,Toán tài chính đại cương,Kế toán-TCNH-K63C,Nhóm 1,AB,T45,Thứ hai,29.06.2020,Kíp 4,,D3-401,,,,,,,,
1013,117178,EM2222,Technical Writing and Presentation,KTCN-K62C,TC,AB,T45,Thứ tư,01.07.2020,Kíp 3,,D9-205,,,,,,,,
1014,117179,EM2222,Technical Writing and Presentation,QLCN 01-K62C,TC,AB,T45,Thứ tư,01.07.2020,Kíp 3,,D9-205,,,,,,,,
1015,117180,EM2222,Technical Writing and Presentation,QLCN 02-K62C,TC,AB,T45,Thứ tư,01.07.2020,Kíp 3,,D9-206,,,,,,,,
1016,117181,EM2222,Technical Writing and Presentation,TCNH-K62S,TC,AB,T45,Thứ tư,01.07.2020,Kíp 3,,D9-206,,,,,,,,
1017,117182,EM2222,Technical Writing and Presentation,Kế toán-K62S,TC,AB,T45,Thứ tư,01.07.2020,Kíp 3,,D9-201,,,,,,,,
1018,117183,EM2222,Technical Writing and Presentation,QTKD-K62C,TC,AB,T45,Thứ tư,01.07.2020,Kíp 3,,D9-201,,,,,,,,
1019,117184,EM2222,Technical Writing and Presentation,QTKD-K62C,TC,AB,T45,Thứ tư,01.07.2020,Kíp 3,,D9-201,,,,,,,,
1020,116800,EM2713,Kế toán tài chính 1 (BTL),Kế toán-K63C,Nhóm 2,AB,T47,Thứ hai,13.07.2020,Kíp 4,,D6-208,,,,,,,,
1021,116800,EM2713,Kế toán tài chính 1 (BTL),Kế toán-K63C,Nhóm 1,AB,T47,Thứ hai,13.07.2020,Kíp 4,,D6-208,,,,,,,,
1022,116802,EM2713,Kế toán tài chính 1 (BTL),TCNH-K63C,Nhóm 1,AB,T47,Thứ hai,13.07.2020,Kíp 4,,D6-306,,,,,,,,
1023,116802,EM2713,Kế toán tài chính 1 (BTL),TCNH-K63C,Nhóm 2,AB,T47,Thứ hai,13.07.2020,Kíp 4,,D6-306,,,,,,,,
1024,114616,EM3101,Kinh tế đại cương,**CLC-K62C,TC,AB,T46,Thứ tư,08.07.2020,Kíp 3,,D5-102,,,,,,,,
1025,116791,EM3140,Kinh tế quốc tế,"QTKD.01,02-K63C",Nhóm 2,AB,T45,Thứ sáu,03.07.2020,Kíp 4,,D6-208,,,,,,,,
1026,116791,EM3140,Kinh tế quốc tế,"QTKD.01,02-K63C",Nhóm 1,AB,T45,Thứ sáu,03.07.2020,Kíp 4,,D6-208,,,,,,,,
1027,116797,EM3140,Kinh tế quốc tế,Kế toán-TCNH-K63C,Nhóm 2,AB,T45,Thứ sáu,03.07.2020,Kíp 4,,D6-306,,,,,,,,
1028,116797,EM3140,Kinh tế quốc tế,Kế toán-TCNH-K63C,Nhóm 1,AB,T45,Thứ sáu,03.07.2020,Kíp 4,,D6-306,,,,,,,,
1029,116880,EM3170,Văn hóa kinh doanh,Toàn trường-K61S,Nhóm 2,AB,T46,Thứ bảy,11.07.2020,Kíp 3,,D9-101,,,,,,,,
1030,116880,EM3170,Văn hóa kinh doanh,Toàn trường-K61S,Nhóm 3,AB,T46,Thứ bảy,11.07.2020,Kíp 3,,D9-101,,,,,,,,
1031,116880,EM3170,Văn hóa kinh doanh,Toàn trường-K61S,Nhóm 1,AB,T46,Thứ bảy,11.07.2020,Kíp 3,,D9-201,,,,,,,,
1032,116881,EM3170,Văn hóa kinh doanh,Toàn trường-K61C,Nhóm 1,AB,T46,Thứ bảy,11.07.2020,Kíp 3,,D9-201,,,,,,,,
1033,116881,EM3170,Văn hóa kinh doanh,Toàn trường-K61C,Nhóm 3,AB,T46,Thứ bảy,11.07.2020,Kíp 3,,D9-301,,,,,,,,
1034,116881,EM3170,Văn hóa kinh doanh,Toàn trường-K61C,Nhóm 2,AB,T46,Thứ bảy,11.07.2020,Kíp 3,,D9-301,,,,,,,,
1035,116437,EM3190,Hành vi của tổ chức,HTTT quản lý-K63S,TC,AB,T46,Thứ hai,06.07.2020,Kíp 3,,D9-101,,,,,,,,
1036,116803,EM3190,Hành vi của tổ chức,Quản lý CN - Kinh tế CN-K63C,Nhóm 2,AB,T46,Thứ hai,06.07.2020,Kíp 3,,D9-201,,,,,,,,
1037,116803,EM3190,Hành vi của tổ chức,Quản lý CN - Kinh tế CN-K63C,Nhóm 1,AB,T46,Thứ hai,06.07.2020,Kíp 3,,D9-201,,,,,,,,
1038,116804,EM3190,Hành vi của tổ chức,Quản lý CN - Kinh tế CN-K63C,TC,AB,T46,Thứ hai,06.07.2020,Kíp 3,,D9-101,,,,,,,,
1039,116787,EM3201,Quản trị doanh nghiệp,KT in&TT-K61C,TC,AB,T47,Thứ tư,15.07.2020,Kíp 1,,D5-102,,,,,,,,
1040,116798,EM3211,Nguyên lý marketing,Kế toán-TCNH-K63C,Nhóm 1,AB,T46,Thứ tư,08.07.2020,Kíp 1,,D9-105,,,,,,,,
1041,116798,EM3211,Nguyên lý marketing,Kế toán-TCNH-K63C,Nhóm 2,AB,T46,Thứ tư,08.07.2020,Kíp 1,,D9-105,,,,,,,,
1042,116819,EM3211,Nguyên lý marketing,KTCN-K62S,TC,AB,T46,Thứ tư,08.07.2020,Kíp 1,,D9-106,,,,,,,,
1043,117176,EM3211,Nguyên lý marketing,"Quản lý CN 01,02-K64S",TC,AB,T46,Thứ tư,08.07.2020,Kíp 1,,D9-201,,,,,,,,
1044,117176,EM3211,Nguyên lý marketing,"Quản lý CN 01,02-K64S",Quản lý công nghiệp  02-K64,AB,T46,Thứ tư,08.07.2020,Kíp 1,,D9-201,,,,,,,,
1045,117176,EM3211,Nguyên lý marketing,"Quản lý CN 01,02-K64S",Quản lý công nghiệp  01-K64,AB,T46,Thứ tư,08.07.2020,Kíp 1,,D9-201,,,,,,,,
1046,117177,EM3211,Nguyên lý marketing,"KTCN 01 - QTKD 01,02-K64C",Quản trị kinh doanh  01-K64,AB,T46,Thứ tư,08.07.2020,Kíp 1,,D9-301,,,,,,,,
1047,117177,EM3211,Nguyên lý marketing,"KTCN 01 - QTKD 01,02-K64C",Kinh tế công nghiệp  01-K64,AB,T46,Thứ tư,08.07.2020,Kíp 1,,D9-301,,,,,,,,
1048,117177,EM3211,Nguyên lý marketing,"KTCN 01 - QTKD 01,02-K64C",TC,AB,T46,Thứ tư,08.07.2020,Kíp 1,,D9-302,,,,,,,,
1049,117177,EM3211,Nguyên lý marketing,"KTCN 01 - QTKD 01,02-K64C",Quản trị kinh doanh  02-K64,AB,T46,Thứ tư,08.07.2020,Kíp 1,,D9-302,,,,,,,,
1050,116827,EM3222,Luật kinh doanh,QLCN 01-K62S,TC,AB,T46,Thứ năm,09.07.2020,Kíp 4,,D6-208,,,,,,,,
1051,116828,EM3222,Luật kinh doanh,QLCN 02-K62S,TC,AB,T46,Thứ năm,09.07.2020,Kíp 4,,D6-208,,,,,,,,
1052,116793,EM3230,Thống kê ứng dụng,"QTKD.01,02-K63C",Nhóm 1,AB,T46,Thứ tư,08.07.2020,Kíp 4,,D9-301,,,,,,,,
1053,116793,EM3230,Thống kê ứng dụng,"QTKD.01,02-K63C",Nhóm 2,AB,T46,Thứ tư,08.07.2020,Kíp 4,,D9-301,,,,,,,,
1054,116805,EM3230,Thống kê ứng dụng,Quản lý CN - Kinh tế CN-K63C,Nhóm 2,AB,T46,Thứ tư,08.07.2020,Kíp 4,,D9-302,,,,,,,,
1055,116805,EM3230,Thống kê ứng dụng,Quản lý CN - Kinh tế CN-K63C,Nhóm 1,AB,T46,Thứ tư,08.07.2020,Kíp 4,,D9-305,,,,,,,,
1056,116806,EM3230,Thống kê ứng dụng,Quản lý CN - Kinh tế CN-K63C,TC,AB,T46,Thứ tư,08.07.2020,Kíp 4,,D9-303,,,,,,,,
1057,116830,EM3310,Mô phỏng hoạt động kinh doanh,QTKD-K62S,TC,AB,T46,Thứ sáu,10.07.2020,Kíp 3,,D5-204,,,,,,,,
1058,116823,EM3414,Tổ chức lao động,QLCN-K62S,TC,AB,T45,Thứ hai,29.06.2020,Kíp 3,,D6-306,,,,,,,,
1059,116794,EM3417,Quản trị sản xuất (BTL),"QTKD.01,02-K63C",Nhóm 2,AB,T47,Thứ tư,15.07.2020,Kíp 4,,D6-306,,,,,,,,
1060,116794,EM3417,Quản trị sản xuất (BTL),"QTKD.01,02-K63C",Nhóm 1,AB,T47,Thứ tư,15.07.2020,Kíp 4,,D6-306,,,,,,,,
1061,116812,EM3417,Quản trị sản xuất (BTL),Kinh tế CN-K63C,TC,AB,T47,Thứ tư,15.07.2020,Kíp 4,,D6-407,,,,,,,,
1062,117219,EM3417,Quản trị sản xuất (BTL),TCNH-K63C,TC,AB,T47,Thứ tư,15.07.2020,Kíp 4,,D6-107,,,,,,,,
1063,117174,EM3432,Quản trị chuỗi cung ứng,Quản lý CN-K63S,TC,AB,T47,Thứ hai,13.07.2020,Kíp 4,,D6-407,,,,,,,,
1064,116792,EM3500,Nguyên lý kế toán,"QTKD.01,02-K63C",Nhóm 1,AB,T47,Thứ sáu,17.07.2020,Kíp 4,,D6-208,,,,,,,,
1065,116792,EM3500,Nguyên lý kế toán,"QTKD.01,02-K63C",Nhóm 2,AB,T47,Thứ sáu,17.07.2020,Kíp 4,,D6-208,,,,,,,,
1066,116795,EM3500,Nguyên lý kế toán,Kế toán-TCNH-K63C,Nhóm 2,AB,T47,Thứ sáu,17.07.2020,Kíp 4,,D6-306,,,,,,,,
1067,116795,EM3500,Nguyên lý kế toán,Kế toán-TCNH-K63C,Nhóm 1,AB,T47,Thứ sáu,17.07.2020,Kíp 4,,D6-306,,,,,,,,
1068,117175,EM3500,Nguyên lý kế toán,TCNH 01-K64S,Tài chính ngân hàng  01-K64,AB,T47,Thứ sáu,17.07.2020,Kíp 4,,D6-107,,,,,,,,
1069,117175,EM3500,Nguyên lý kế toán,TCNH 01-K64S,TC,AB,T47,Thứ sáu,17.07.2020,Kíp 4,,D6-107,,,,,,,,
1070,116799,EM3511,Lý thuyết tài chính tiền tệ,Kế toán-K63C,TC,AB,T45,Thứ tư,01.07.2020,Kíp 4,,D9-301,,,,,,,,
1071,116801,EM3511,Lý thuyết tài chính tiền tệ,TCNH-K63C,TC,AB,T45,Thứ tư,01.07.2020,Kíp 4,,D9-301,,,,,,,,
1072,116831,EM3519,Tài chính doanh nghiệp,QTKD-K62S,TC,AB,T45,Thứ tư,01.07.2020,Kíp 1,,D5-103,,,,,,,,
1073,116836,EM3526,Anh văn chuyên ngành Kế toán,Kế toán-K63S,TC,AB,T46,Thứ hai,06.07.2020,Kíp 4,,D5-105,,,,,,,,
1074,116145,EM3661,Kinh tế năng lượng,KT điện-K62C,Nhóm 1,AB,T46,Thứ sáu,10.07.2020,Kíp 1,,D6-208,,,,,,,,
1075,116145,EM3661,Kinh tế năng lượng,KT điện-K62C,Nhóm 2,AB,T46,Thứ sáu,10.07.2020,Kíp 1,,D6-208,,,,,,,,
1076,116146,EM3661,Kinh tế năng lượng,KT điện-K62C,TC,AB,T46,Thứ sáu,10.07.2020,Kíp 1,,D6-306,,,,,,,,
1077,116824,EM4212,Phân tích kinh doanh,QLCN-K62S,Nhóm 1,AB,T45,Thứ sáu,03.07.2020,Kíp 3,,D9-105,,,,,,,,
1078,116824,EM4212,Phân tích kinh doanh,QLCN-K62S,Nhóm 2,AB,T45,Thứ sáu,03.07.2020,Kíp 3,,D9-106,,,,,,,,
1079,116832,EM4212,Phân tích kinh doanh,QTKD-Kế toán-K62S,Nhóm 1,AB,T45,Thứ sáu,03.07.2020,Kíp 3,,D9-205,,,,,,,,
1080,116832,EM4212,Phân tích kinh doanh,QTKD-Kế toán-K62S,Nhóm 2,AB,T45,Thứ sáu,03.07.2020,Kíp 3,,D9-205,,,,,,,,
1081,116833,EM4218,Hệ thống thông tin quản lý,QTKD-K62S,Nhóm 2,AB,T47,Thứ ba,14.07.2020,Kíp 2,,D6-306,,,,,,,,
1082,116833,EM4218,Hệ thống thông tin quản lý,QTKD-K62S,Nhóm 1,AB,T47,Thứ ba,14.07.2020,Kíp 2,,D6-306,,,,,,,,
1083,116837,EM4218,Hệ thống thông tin quản lý,Kế toán-K62S,TC,AB,T47,Thứ ba,14.07.2020,Kíp 2,,D6-407,,,,,,,,
1084,117238,EM4336,Thương mại điện tử,QTKD-K62C,TC,AB,T45,Thứ năm,02.07.2020,Kíp 4,,D9-302,,,,,,,,
1085,116810,EM4411,Anh văn chuyên ngành QLCN,Quản lý CN 01-K63C,TC,AB,T47,Thứ sáu,17.07.2020,Kíp 4,,D6-407,,,,,,,,
1086,116811,EM4411,Anh văn chuyên ngành QLCN,Quản lý CN 02-K63C,TC,AB,T47,Thứ sáu,17.07.2020,Kíp 4,,D6-407,,,,,,,,
1087,116822,EM4412,Quản trị chất lượng,QLCN-K62S,Nhóm 1,AB,T46,Thứ năm,09.07.2020,Kíp 1,,D5-203,,,,,,,,
1088,116822,EM4412,Quản trị chất lượng,QLCN-K62S,Nhóm 2,AB,T46,Thứ năm,09.07.2020,Kíp 1,,D5-203,,,,,,,,
1089,116807,EM4413,Quản lý nhân lực,Quản lý CN-K63C,Nhóm 2,AB,T47,Thứ năm,16.07.2020,Kíp 4,,D6-208,,,,,,,,
1090,116807,EM4413,Quản lý nhân lực,Quản lý CN-K63C,Nhóm 1,AB,T47,Thứ năm,16.07.2020,Kíp 4,,D6-208,,,,,,,,
1091,116835,EM4413,Quản lý nhân lực,Kế toán - TCNH-K62S,TC,AB,T47,Thứ năm,16.07.2020,Kíp 4,,D6-208,,,,,,,,
1092,116817,EM4416,Quản trị chiến lược,KTCN - QLCN-K62S,TC,AB,T45,Thứ hai,29.06.2020,Kíp 1,,D6-208,,,,,,,,
1093,116834,EM4416,Quản trị chiến lược,QTKD-TCNH-K62S,Nhóm 2,AB,T45,Thứ hai,29.06.2020,Kíp 1,,D6-306,,,,,,,,
1094,116834,EM4416,Quản trị chiến lược,QTKD-TCNH-K62S,Nhóm 1,AB,T45,Thứ hai,29.06.2020,Kíp 1,,D6-306,,,,,,,,
1095,116825,EM4425,Mô hình tối ưu,QLCN-K62S,Nhóm 2,AB,T47,Thứ hai,13.07.2020,Kíp 3,,D5-104,,,,,,,,
1096,116825,EM4425,Mô hình tối ưu,QLCN-K62S,Nhóm 1,AB,T47,Thứ hai,13.07.2020,Kíp 3,,D5-104,,,,,,,,
1097,116843,EM4428,Kiểm soát chất lượng,QLCN-K61C,TC,AB,T46,Thứ tư,08.07.2020,Kíp 2,,D9-203,,,,,,,,
1098,116826,EM4435,Quản trị dự án,QLCN-K62S,Nhóm 2,AB,T47,Thứ sáu,17.07.2020,Kíp 3,,D9-105,,,,,,,,
1099,116826,EM4435,Quản trị dự án,QLCN-K62S,Nhóm 1,AB,T47,Thứ sáu,17.07.2020,Kíp 3,,D9-105,,,,,,,,
1100,116840,EM4435,Quản trị dự án,TCNH-K62S,TC,AB,T47,Thứ sáu,17.07.2020,Kíp 3,,D9-106,,,,,,,,
1101,117316,EM4436,Quản trị dự án,QLCN-K61C,TC,AB,T47,Thứ tư,15.07.2020,Kíp 2,,D5-202,,,,,,,,
1102,116844,EM4526,Đầu tư tài chính,TCNH-K61C,TC,AB,T46,Thứ tư,08.07.2020,Kíp 2,,D9-204,,,,,,,,
1103,116452,EM4527,Kế toán doanh nghiệp,HTTT quản lý-K62C,TC,AB,T45,Thứ năm,02.07.2020,Kíp 3,,D5-201,,,,,,,,
1104,117227,EM4528,Bảo hiểm,TCNH-K62S,TC,AB,T46,Thứ hai,06.07.2020,Kíp 3,,D9-102,,,,,,,,
1105,117228,EM4531,Thị trường chứng khoán,TCNH-K62S,TC,AB,T46,Thứ sáu,10.07.2020,Kíp 3,,D5-205,,,,,,,,
1106,116841,EM4535,Phân tích tài chính,TCNH-K62S,TC,AB,T47,Thứ năm,16.07.2020,Kíp 2,,D3-301,,,,,,,,
1107,116838,EM4536,Kiểm toán cơ bản,Kế toán-K62S,TC,AB,T47,Thứ tư,15.07.2020,Kíp 3,,D5-403,,,,,,,,
1108,116842,EM4541,Nghiệp vụ ngân hàng,TCNH-K62S,TC,AB,T45,Thứ sáu,03.07.2020,Kíp 3,,D9-104,,,,,,,,
1109,116815,EM4611,Anh văn chuyên ngành KTNL,Kinh tế CN-K63C,TC,AB,T45,Thứ sáu,03.07.2020,Kíp 4,,D6-107,,,,,,,,
1110,116820,EM4615,Lý thuyết giá năng lượng,KTCN-K62S,TC,AB,T45,Thứ sáu,03.07.2020,Kíp 3,,D9-206,,,,,,,,
1111,116818,EM4617,Kinh tế vận hành hệ thống điện,KTCN-K62S,TC,AB,T46,Thứ sáu,10.07.2020,Kíp 3,,D5-105,,,,,,,,
1112,116821,EM4624,Kinh tế dầu khí,KTCN-K62S,TC,AB,T47,Thứ tư,15.07.2020,Kíp 3,,D5-404,,,,,,,,
1113,697429,EM4640,Chuyên đề (BTL),KTCN K62,TC,AB,T47,Thứ sáu,17.07.2020,Kíp 3,,D5-201,,,,,,,,
1114,116816,EM4716,Kế toán quản trị,Kinh tế-K62C,TC,AB,T46,Thứ tư,08.07.2020,Kíp 3,,D5-103,,,,,,,,
1115,116839,EM4719,Kế toán hành chính sự nghiệp,Kế toán-K62S,TC,AB,T47,Thứ sáu,17.07.2020,Kíp 3,,D9-104,,,,,,,,
1116,114703,ET1016,Nhập môn kỹ thuật,**CTTT-KTYS-K63C,TC,AB,T45,Thứ sáu,03.07.2020,Kíp 4,,D3-402,,,,,,,,
1117,114770,ET2000,Nhập môn kỹ thuật điện tử-viễn thông,**(TV)-CTTT HT nhúng-K64C,TC,AB,T45,Thứ hai,29.06.2020,Kíp 1,,D5-103,,,,,,,,
1118,114700,ET2000E,Nhập môn kỹ thuật điện-điện tử,**CTTT-ĐTVT-K63C,TC,AB,T45,Thứ hai,29.06.2020,Kíp 4,,D5-203,,,,,,,,
1119,115970,ET2010,Kỹ thuật điện tử,CKĐL-Ôtô-HK-TT nhóm 1-K63C,Nhóm 1,AB,T45,Thứ ba,30.06.2020,Kíp 4,,D6-208,,,,,,,,
1120,115970,ET2010,Kỹ thuật điện tử,CKĐL-Ôtô-HK-TT nhóm 1-K63C,Nhóm 2,AB,T45,Thứ ba,30.06.2020,Kíp 4,,D6-208,,,,,,,,
1121,115971,ET2010,Kỹ thuật điện tử,CKĐL-Ôtô-HK-TT nhóm 2-K63C,Nhóm 1,AB,T45,Thứ ba,30.06.2020,Kíp 4,,D6-208,,,,,,,,
1122,,,Kỹ thuật điện tử,,,AB,T45,Thứ ba,30.06.2020,,,,115971 ET2010,,,,Kíp 4 D6-306,,CKĐL-Ôtô-HK-TT nhóm 2-K63C Nhóm 2,
1123,,,Kỹ thuật điện tử,,,AB,T45,Thứ ba,30.06.2020,,,,115972 ET2010,,,,Kíp 4 D6-306,,CKĐL-Ôtô-HK-TT nhóm 3-K63C Nhóm 2,
1124,,,Kỹ thuật điện tử,,,AB,T45,Thứ ba,30.06.2020,,,,115972 ET2010,,,,Kíp 4 D6-306,,CKĐL-Ôtô-HK-TT nhóm 3-K63C Nhóm 1,
1125,,,Kỹ thuật điện tử,,,AB,T45,Thứ ba,30.06.2020,,,,115973 ET2010,,,,Kíp 4 D6-407,,CKĐL-Ôtô-HK-TT nhóm 4-K63C TC,
1126,,,Kỹ thuật điện tử,,,AB,T45,Thứ ba,30.06.2020,,,,116460 ET2010,,,,Kíp 4 D6-407,,"Vật lý 01,02-K63S Nhóm 1",
1127,,,Kỹ thuật điện tử,,,AB,T45,Thứ ba,30.06.2020,,,,116460 ET2010,,,,Kíp 4 D6-107,,"Vật lý 01,02-K63S Nhóm 2",
1128,,,Kỹ thuật điện tử,,,AB,T45,Thứ tư,01.07.2020,,,,115740 ET2012,,,,Kíp 2 D3-101,,Cơ điện tử - nhóm 1-K63S Nhóm 1,
1129,,,Kỹ thuật điện tử,,,AB,T45,Thứ tư,01.07.2020,,,,115740 ET2012,,,,Kíp 2 D3-101,,Cơ điện tử - nhóm 1-K63S Nhóm 2,
