,Mã lớp,Mã HP,Tên HP,Ghi chú,Nhóm,Đợt,Tuần,Thứ,Ngày thi,Kíp thi,SLĐK,Phòng thi,Mã lớp Mã HP,Unnamed: 0,Tên HP Ghi chú,Unnamed: 1,Kíp thi Phòng thi,Unnamed: 2,Ghi chú Nhóm,Tên HP Ghi chú Nhóm
1865,115451,IT1110,Tin học đại cương,"Tự động hóa 05,06,07-K64C",Tự động hóa  07-K64,AB,T47,Chủ nhật,19.07.2020,Kíp 1-2,,Phòng máy tính,,,,,,,,
1866,115452,IT1110,Tin học đại cương,"Tự động hóa 08,09,10-K64C",Tự động hóa  09-K64,AB,T47,Chủ nhật,19.07.2020,Kíp 1-2,,Phòng máy tính,,,,,,,,
1867,115452,IT1110,Tin học đại cương,"Tự động hóa 08,09,10-K64C",TC,AB,T47,Chủ nhật,19.07.2020,Kíp 1-2,,Phòng máy tính,,,,,,,,
1868,115452,IT1110,Tin học đại cương,"Tự động hóa 08,09,10-K64C",Tự động hóa  08-K64,AB,T47,Chủ nhật,19.07.2020,Kíp 1-2,,Phòng máy tính,,,,,,,,
1869,115452,IT1110,Tin học đại cương,"Tự động hóa 08,09,10-K64C",Tự động hóa  10-K64,AB,T47,Chủ nhật,19.07.2020,Kíp 1-2,,Phòng máy tính,,,,,,,,
1870,115480,IT1110,Tin học đại cương,"Toán tin 01,02-Hệ thống TT-K64C",TC,AB,T47,Chủ nhật,19.07.2020,Kíp 1-2,,Phòng máy tính,,,,,,,,
1871,115480,IT1110,Tin học đại cương,"Toán tin 01,02-Hệ thống TT-K64C",Toán-Tin  02-K64,AB,T47,Chủ nhật,19.07.2020,Kíp 1-2,,Phòng máy tính,,,,,,,,
1872,115480,IT1110,Tin học đại cương,"Toán tin 01,02-Hệ thống TT-K64C",Toán-Tin  01-K64,AB,T47,Chủ nhật,19.07.2020,Kíp 1-2,,Phòng máy tính,,,,,,,,
1873,115480,IT1110,Tin học đại cương,"Toán tin 01,02-Hệ thống TT-K64C",Hệ thống thông tin  01-K64,AB,T47,Chủ nhật,19.07.2020,Kíp 1-2,,Phòng máy tính,,,,,,,,
1874,115516,IT1110,Tin học đại cương,"Vật lý 01,02,03 - Hạt nhân 01-K64C",Vật lý  01-K64,AB,T47,Chủ nhật,19.07.2020,Kíp 1-2,,Phòng máy tính,,,,,,,,
1875,115516,IT1110,Tin học đại cương,"Vật lý 01,02,03 - Hạt nhân 01-K64C",TC,AB,T47,Chủ nhật,19.07.2020,Kíp 1-2,,Phòng máy tính,,,,,,,,
1876,115516,IT1110,Tin học đại cương,"Vật lý 01,02,03 - Hạt nhân 01-K64C",Vật lý  02-K64,AB,T47,Chủ nhật,19.07.2020,Kíp 1-2,,Phòng máy tính,,,,,,,,
1877,115516,IT1110,Tin học đại cương,"Vật lý 01,02,03 - Hạt nhân 01-K64C",Hạt nhân  01-K64,AB,T47,Chủ nhật,19.07.2020,Kíp 1-2,,Phòng máy tính,,,,,,,,
1878,115516,IT1110,Tin học đại cương,"Vật lý 01,02,03 - Hạt nhân 01-K64C",Vật lý  03-K64,AB,T47,Chủ nhật,19.07.2020,Kíp 1-2,,Phòng máy tính,,,,,,,,
1879,114720,IT1110,Tin học đại cương,**Tài năng 5 ngành +CTTT HT nhúng-K64C,CTTN-KHMT-K64,AB,T47,Thứ bảy,18.07.2020,Kíp 1,,D3-301,,,,,,,,
1880,114720,IT1110,Tin học đại cương,**Tài năng 5 ngành +CTTT HT nhúng-K64C,TC,AB,T47,Thứ bảy,18.07.2020,Kíp 1,,D3-301,,,,,,,,
1881,114720,IT1110,Tin học đại cương,**Tài năng 5 ngành +CTTT HT nhúng-K64C,CTTN-ĐKTĐ-K64,AB,T47,Thứ bảy,18.07.2020,Kíp 1,,D3-301,,,,,,,,
1882,114720,IT1110,Tin học đại cương,**Tài năng 5 ngành +CTTT HT nhúng-K64C,CTTT HT nhúng & IoT 01-K64,AB,T47,Thứ bảy,18.07.2020,Kíp 1,,D3-301,,,,,,,,
1883,114720,IT1110,Tin học đại cương,**Tài năng 5 ngành +CTTT HT nhúng-K64C,CTTN-Toán tin-K64,AB,T47,Thứ bảy,18.07.2020,Kíp 1,,D3-401,,,,,,,,
1884,114720,IT1110,Tin học đại cương,**Tài năng 5 ngành +CTTT HT nhúng-K64C,CTTN-ĐTVT-K64,AB,T47,Thứ bảy,18.07.2020,Kíp 1,,D3-401,,,,,,,,
1885,114720,IT1110,Tin học đại cương,**Tài năng 5 ngành +CTTT HT nhúng-K64C,CTTN-Cơ ĐT-K64,AB,T47,Thứ bảy,18.07.2020,Kíp 1,,D3-401,,,,,,,,
1886,114768,IT1110E,Introduction to Programming,**(TA)-CTTT Data Science-K64C,CTTT Data Science & AI 01-K64,AB,T47,Thứ hai,13.07.2020,Kíp 1,,D5-203,,,,,,,,
1887,115668,IT2030,Technical Writing and Presentation,Kỹ thuật máy tính-K62S,TC,AB,T45,Thứ hai,29.06.2020,Kíp 3,,D9-101,,,,,,,,
1888,115669,IT2030,Technical Writing and Presentation,Khoa học máy tính-K62S,TC,AB,T45,Thứ hai,29.06.2020,Kíp 3,,D9-101,,,,,,,,
1889,115670,IT2030,Technical Writing and Presentation,Khoa học máy tính-K62S,TC,AB,T45,Thứ hai,29.06.2020,Kíp 3,,D9-301,,,,,,,,
1890,115671,IT2030,Technical Writing and Presentation,Công nghệ thông tin-K62C,TC,AB,T45,Thứ hai,29.06.2020,Kíp 3,,D9-301,,,,,,,,
1891,114558,IT3011,Cấu trúc dữ liệu và thuật toán,**Tài năng CNTT-K63S,TC,AB,T45,Thứ tư,01.07.2020,Kíp 4,,D6-107,,,,,,,,
1892,115607,IT3030,Kiến trúc máy tính,Công nghệ thông tin-K63C,Nhóm 2,AB,T46,Thứ hai,06.07.2020,Kíp 4,,D3-101,,,,,,,,
1893,115607,IT3030,Kiến trúc máy tính,Công nghệ thông tin-K63C,Nhóm 3,AB,T46,Thứ hai,06.07.2020,Kíp 4,,D3-101,,,,,,,,
1894,115607,IT3030,Kiến trúc máy tính,Công nghệ thông tin-K63C,Nhóm 1,AB,T46,Thứ hai,06.07.2020,Kíp 4,,D3-201,,,,,,,,
1895,115621,IT3030,Kiến trúc máy tính,Khoa học máy tính-K63S,Nhóm 1,AB,T46,Thứ hai,06.07.2020,Kíp 4,,D3-201,,,,,,,,
1896,115621,IT3030,Kiến trúc máy tính,Khoa học máy tính-K63S,Nhóm 2,AB,T46,Thứ hai,06.07.2020,Kíp 4,,D3-301,,,,,,,,
1897,115621,IT3030,Kiến trúc máy tính,Khoa học máy tính-K63S,Nhóm 3,AB,T46,Thứ hai,06.07.2020,Kíp 4,,D3-301,,,,,,,,
1898,115622,IT3030,Kiến trúc máy tính,Khoa học máy tính-K63S,Nhóm 2,AB,T46,Thứ hai,06.07.2020,Kíp 4,,D3-401,,,,,,,,
1899,115622,IT3030,Kiến trúc máy tính,Khoa học máy tính-K63S,Nhóm 1,AB,T46,Thứ hai,06.07.2020,Kíp 4,,D3-401,,,,,,,,
1900,115635,IT3030,Kiến trúc máy tính,Kỹ thuật máy tính-K63S,Nhóm 1,AB,T46,Thứ hai,06.07.2020,Kíp 4,,D3-501,,,,,,,,
1901,115635,IT3030,Kiến trúc máy tính,Kỹ thuật máy tính-K63S,Nhóm 3,AB,T46,Thứ hai,06.07.2020,Kíp 4,,D3-501,,,,,,,,
1902,115635,IT3030,Kiến trúc máy tính,Kỹ thuật máy tính-K63S,Nhóm 2,AB,T46,Thứ hai,06.07.2020,Kíp 4,,D3-402,,,,,,,,
1903,114559,IT3030,Kiến trúc máy tính,**Tài năng CNTT-K63S,TC,AB,T46,Thứ hai,06.07.2020,Kíp 4,,D3-403,,,,,,,,
1904,117250,IT3034,Kiến trúc máy tính,**CLC-HTTT-K62C,TC,AB,T46,Thứ sáu,10.07.2020,Kíp 3,,D5-403,,,,,,,,
1905,115659,IT3040,Kỹ thuật lập trình,Kỹ thuật máy tính-K62C,Nhóm 2,AB,T47,Thứ tư,15.07.2020,Kíp 3,,D9-301,,,,,,,,
1906,115659,IT3040,Kỹ thuật lập trình,Kỹ thuật máy tính-K62C,Nhóm 1,AB,T47,Thứ tư,15.07.2020,Kíp 3,,D9-301,,,,,,,,
1907,115608,IT3070,Nguyên lý hệ điều hành,Công nghệ thông tin-K63C,Nhóm 2,AB,T46,Thứ sáu,10.07.2020,Kíp 4,,D9-101,,,,,,,,
1908,115608,IT3070,Nguyên lý hệ điều hành,Công nghệ thông tin-K63C,Nhóm 3,AB,T46,Thứ sáu,10.07.2020,Kíp 4,,D9-101,,,,,,,,
